date,received,sent,allDayReceived,allDaySent
 2017-10-31,122,150,0-0-0-0-0-0-0-0-32-2-4-24-26-2-4-0-0-12-0-0-0-16-0,0-0-0-0-0-0-0-0-34-4-8-30-10-0-8-0-0-28-0-0-0-24-0
 2017-11-1,36,46,0-0-0-0-0-0-0-0-0-2-6-0-0-0-2-0-0-0-0-14-0-2-0,2-0-0-0-0-0-0-0-0-0-0-2-6-0-0-0-0-2-2-8-6-0-0
 2017-11-2,426,504,0-0-0-0-0-0-2-0-2-4-76-80-74-12-26-34-6-0-0-4-54-10-0,0-0-0-0-0-0-0-0-0-0-102-82-102-26-26-42-6-0-0-12-60-22-0
 2017-11-3,190,286,0-0-0-0-6-0-0-0-0-0-0-92-30-0-12-2-4-2-10-18-6-2-0,0-0-0-0-0-0-0-0-0-0-6-112-58-0-4-14-12-0-28-40-0-4-0
 2017-11-4,232,348,0-2-0-0-2-0-0-0-0-0-0-0-0-0-76-4-0-0-0-58-44-14-0,0-0-0-0-0-0-0-0-0-0-0-2-0-0-130-0-0-0-0-72-82-8-0
 2017-11-5,362,460,0-0-0-0-0-0-0-0-0-0-0-34-34-52-4-0-4-28-0-62-18-106-0,0-0-0-0-0-0-0-0-0-0-0-30-46-92-2-0-2-50-4-64-16-128-0
 2017-11-6,292,370,0-0-0-0-0-0-0-0-0-18-0-26-10-42-4-2-6-2-20-22-0-14-0,0-0-0-0-0-0-0-0-0-42-2-30-14-84-2-0-0-0-24-22-0-10-0
 2017-11-7,340,318,0-0-0-0-0-0-0-0-0-0-54-16-0-0-10-8-0-2-4-136-98-0-0,0-0-0-0-0-0-0-0-0-0-76-12-2-0-12-6-0-0-6-106-80-0-0
 2017-11-8,282,626,0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-10-2-14-64-24-64-102-0,0-0-0-0-0-0-0-0-0-4-0-0-0-0-0-14-0-32-120-218-76-162-0
 2017-11-9,354,504,0-0-0-0-0-0-2-0-0-0-0-8-18-6-18-2-24-0-46-42-80-0-0,0-0-0-0-0-0-0-0-0-0-4-0-10-14-48-6-16-4-80-88-98-0-0
 2017-11-10,220,286,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-78-18-10-60-54-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-92-22-26-96-46-2-0
 2017-11-11,762,832,0-0-0-0-0-0-0-0-0-24-36-90-80-76-20-0-132-16-12-108-48-112-0,0-0-0-0-0-0-0-0-0-0-36-100-136-134-46-0-140-12-20-76-36-86-0
 2017-11-12,94,146,28-0-0-0-0-0-0-0-0-0-0-0-14-10-0-0-6-0-0-6-0-0-0,30-4-0-0-0-0-0-0-0-0-0-0-40-4-0-0-12-0-0-20-2-0-0
 2017-11-13,294,298,0-0-0-0-0-0-0-0-0-0-0-0-0-0-26-6-8-22-14-132-52-34-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-28-6-2-18-30-132-40-40-0
 2017-11-14,222,750,0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-10-24-0-20-116-46-0,0-0-0-0-0-0-0-2-6-4-2-2-0-0-0-0-12-30-60-284-260-88-0
 2017-11-15,306,336,0-0-0-0-2-0-0-0-0-0-12-40-8-8-0-0-2-6-0-28-122-34-0,0-0-0-0-0-0-0-0-0-2-24-42-0-10-0-0-0-0-0-44-120-40-0
 2017-11-16,258,426,0-2-0-0-0-0-0-0-12-0-18-56-0-0-0-0-40-40-10-2-12-30-0,0-0-0-0-0-0-0-0-0-0-138-94-6-0-0-4-40-44-8-10-30-16-0
 2017-11-17,84,386,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-0-0-6-0-14-0,0-0-0-0-0-0-0-0-2-110-126-0-0-4-0-0-4-0-0-10-0-32-0
 2017-11-18,488,844,0-0-0-0-0-0-0-0-0-0-44-24-112-116-6-22-64-32-2-24-4-22-0,0-0-0-0-0-0-0-0-0-0-70-42-210-156-10-60-144-22-10-34-12-40-0
 2017-11-19,260,376,0-0-0-0-0-0-0-0-0-0-2-8-4-4-0-0-26-2-0-22-82-4-0,0-0-0-0-0-0-0-0-0-0-2-12-0-14-0-0-34-0-0-16-124-2-0
 2017-11-20,136,266,0-0-0-0-0-0-0-10-4-0-0-0-2-0-2-22-0-18-0-54-6-0-0,0-0-0-0-0-0-0-2-52-0-0-18-6-0-0-28-0-30-8-36-16-10-0
 2017-11-21,54,112,0-0-0-0-0-2-2-0-2-8-6-0-0-0-0-0-0-0-28-0-0-6-0,0-0-0-0-0-2-6-0-26-30-14-0-0-0-0-0-0-0-30-0-0-4-0
 2017-11-22,114,358,0-0-0-0-0-0-0-0-0-0-0-0-0-18-30-20-2-4-0-4-30-6-0,0-0-0-0-0-0-0-2-0-0-0-0-0-38-40-22-0-8-0-0-180-68-0
 2017-11-23,370,568,0-0-0-0-0-0-0-0-0-0-2-8-2-58-0-4-22-22-112-28-88-8-0,0-0-0-12-0-26-34-2-44-16-6-4-24-36-6-2-44-20-108-34-112-8-0
 2017-11-24,372,470,0-0-0-0-0-0-0-0-0-0-26-24-70-0-2-66-8-0-0-60-26-90-0,0-0-0-0-0-0-0-0-0-0-54-52-72-0-0-114-0-0-4-50-44-80-0
 2017-11-25,394,444,4-0-2-0-0-0-4-0-0-6-0-0-0-12-2-10-92-24-56-10-4-106-0,6-0-0-0-0-0-0-0-0-0-20-0-0-6-0-10-112-36-56-4-4-112-0
 2017-11-26,376,536,0-0-0-0-0-0-0-0-0-0-0-32-0-14-0-0-42-6-44-66-100-62-0,0-0-0-0-0-0-0-0-0-0-0-56-4-22-0-0-90-6-70-58-152-70-0
 2017-11-27,296,314,20-0-0-0-0-0-0-2-0-10-0-10-0-0-6-0-66-6-50-26-0-18-0,18-0-0-0-0-0-0-0-0-0-0-8-0-0-4-0-86-6-40-38-2-24-0
 2017-11-28,108,134,0-2-0-0-0-0-0-0-6-0-0-4-6-0-8-0-2-0-8-0-32-36-0,0-0-0-0-0-0-0-0-4-0-0-0-0-4-0-0-0-0-22-4-50-50-0
 2017-11-29,522,732,6-0-0-0-0-2-20-0-2-34-4-42-0-2-30-6-0-2-0-50-208-74-0,6-0-0-0-0-0-16-0-0-46-8-76-0-0-54-0-12-0-2-98-210-154-0
 2017-11-30,130,200,0-0-0-0-0-0-0-0-0-0-0-22-8-8-0-2-0-14-10-30-10-12-0,0-0-0-0-0-2-0-0-0-0-0-46-12-4-2-0-0-16-24-48-18-4-0
 2017-12-1,916,1138,0-0-0-0-0-0-0-0-0-2-6-0-2-0-0-42-0-68-200-234-252-108-0,0-0-0-0-0-0-0-0-4-0-2-4-4-0-0-32-0-62-378-308-250-92-0
 2017-12-2,388,540,0-0-0-0-0-0-2-0-0-0-0-0-4-0-0-12-0-4-60-74-126-20-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-8-60-94-226-32-0
 2017-12-3,726,1000,106-0-0-0-0-0-0-0-0-2-0-8-144-30-0-76-12-16-90-86-86-62-0,104-0-0-0-0-0-0-0-0-0-0-12-174-52-0-192-12-38-92-142-106-64-0
 2017-12-4,342,464,0-0-0-0-0-0-0-4-10-0-42-2-14-26-26-0-0-0-118-4-70-26-0,0-0-0-0-0-0-0-2-14-0-36-0-16-30-38-0-0-2-152-0-128-46-0
 2017-12-5,394,546,0-0-0-0-0-0-32-2-0-0-0-2-18-12-26-0-46-32-20-92-52-0-0,0-0-0-0-0-0-74-0-0-0-0-0-12-4-22-2-62-54-46-124-46-0-0
 2017-12-6,418,492,0-6-0-0-0-6-4-0-0-0-0-12-8-30-52-4-8-0-26-20-172-60-0,0-0-0-0-0-10-6-0-16-0-22-18-2-30-52-6-8-0-48-44-166-64-0
 2017-12-7,136,182,0-0-0-0-0-0-2-4-2-4-12-0-0-2-4-0-0-16-16-38-4-28-0,0-0-0-0-0-0-0-0-6-0-20-8-2-10-0-0-2-22-14-44-2-52-0
 2017-12-8,108,138,0-0-0-0-0-0-4-6-2-0-24-0-0-0-0-0-0-0-0-0-14-56-0,0-0-0-0-0-0-0-0-6-0-36-0-0-0-0-0-0-0-0-0-24-70-0
 2017-12-9,102,96,12-0-0-0-0-0-0-0-0-4-0-0-8-0-0-0-0-2-0-0-8-10-0,0-0-0-0-0-0-0-0-0-10-0-0-2-0-0-0-0-0-0-0-0-0-0
 2017-12-10,568,718,0-0-0-0-0-0-0-0-0-0-0-0-0-0-12-146-26-22-70-194-90-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-26-178-44-42-68-184-168-0-0
 2017-12-11,276,300,0-0-0-0-0-0-0-0-8-0-12-0-0-18-18-4-38-0-30-72-68-2-0,0-0-0-0-0-0-0-0-14-0-16-4-0-24-6-0-36-4-42-86-68-0-0
 2017-12-12,428,604,0-0-0-4-0-0-0-0-0-0-4-2-0-0-4-42-34-22-2-68-174-70-0,0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-56-86-46-0-76-244-86-0
 2017-12-13,196,264,0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-8-0-6-36-0-66-54-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-6-58-0-78-94-0
 2017-12-14,76,98,2-0-0-0-2-0-0-0-0-0-20-0-0-0-2-2-0-0-0-6-42-0-0,0-0-0-0-0-0-0-0-0-0-24-0-0-0-0-0-4-0-0-0-70-0-0
 2017-12-15,274,326,0-0-0-0-0-0-0-0-24-0-10-4-6-44-0-0-8-4-14-2-120-38-0,0-0-0-0-0-0-0-0-18-0-10-0-0-56-0-0-20-4-10-2-152-54-0
 2017-12-16,180,304,0-0-0-0-0-0-0-0-0-2-0-0-2-10-18-12-22-2-10-14-4-84-0,0-0-0-0-0-0-0-0-0-0-0-0-22-20-28-20-60-0-8-18-4-122-0
 2017-12-17,234,380,0-0-0-0-0-0-0-0-0-0-84-2-0-0-2-2-8-42-16-0-4-0-0,0-0-0-0-0-0-0-0-0-0-126-6-0-0-0-8-10-36-12-0-2-0-0
 2017-12-18,106,142,0-0-0-0-0-0-12-2-10-24-26-0-2-2-2-0-6-0-0-0-6-12-0,0-0-0-0-0-0-10-2-34-36-16-4-0-0-0-2-10-0-4-6-18-0-0
 2017-12-19,302,490,0-0-0-2-0-2-0-0-0-70-10-4-8-0-2-18-2-6-4-0-10-76-0,0-0-0-0-0-0-0-0-0-96-20-18-2-0-10-48-74-8-12-0-2-118-0
 2017-12-20,118,150,0-0-0-0-0-12-4-0-0-8-10-0-0-0-0-0-0-0-60-14-10-0-0,0-0-0-0-0-20-0-0-0-16-4-0-0-0-0-0-0-0-76-14-20-0-0
 2017-12-21,228,374,0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-10-74-60-4-38-30-0,0-0-0-0-0-0-0-0-0-0-18-0-0-0-0-0-28-124-124-0-42-38-0
 2017-12-22,250,250,0-0-0-0-0-0-0-0-0-0-0-0-10-12-38-28-14-4-28-22-14-8-0,0-0-0-0-0-0-0-0-0-0-0-0-0-14-60-28-18-4-32-4-4-6-0
 2017-12-23,122,184,0-0-0-0-0-0-0-0-0-8-0-28-0-26-0-2-2-12-4-4-0-0-0,0-0-0-0-0-0-0-0-0-0-0-46-0-50-0-8-2-14-4-2-0-0-0
 2017-12-24,240,258,32-4-0-0-0-0-0-0-0-6-2-0-0-0-102-6-0-0-2-0-62-0-0,46-0-0-0-0-0-0-0-0-2-2-0-0-0-144-0-2-0-2-4-22-0-0
 2017-12-25,410,472,0-0-0-0-0-8-0-0-0-0-0-0-0-2-44-0-0-0-14-154-168-8-0,0-0-0-0-0-0-0-0-0-4-0-0-0-0-56-0-0-4-8-228-164-8-0
 2017-12-26,394,388,0-0-0-0-0-0-0-2-0-2-16-0-48-2-0-2-40-32-12-86-4-110-0,0-0-0-0-0-0-0-0-0-0-12-0-48-0-0-0-66-36-6-62-4-86-0
 2017-12-27,760,906,94-50-0-0-0-0-0-0-0-0-4-0-2-22-40-28-16-48-4-78-186-24-0,116-52-0-0-0-0-0-0-0-0-0-0-0-36-42-18-18-116-8-92-192-34-0
 2017-12-28,380,380,58-8-0-0-0-0-0-0-0-4-0-0-2-0-6-2-4-38-2-0-52-62-0,76-12-0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-40-0-0-52-64-0
 2017-12-29,258,302,0-0-0-0-0-0-0-0-0-0-0-0-2-14-10-32-0-54-12-18-72-40-0,0-0-0-0-0-0-0-0-0-0-0-0-4-36-10-24-0-58-12-20-72-64-0
 2017-12-30,356,438,48-0-0-0-0-0-0-0-0-0-2-0-0-0-20-34-0-2-38-24-90-28-0,46-0-0-0-0-0-0-0-0-0-0-0-0-0-20-42-0-0-38-34-148-28-0
 2017-12-31,528,412,42-130-0-0-0-0-0-0-0-0-0-0-0-40-64-24-8-0-0-16-96-4-0,40-102-0-0-0-0-0-0-0-0-0-0-0-30-42-6-2-0-0-2-56-10-0
 2018-1-1,268,300,0-0-0-0-0-0-0-0-0-0-0-2-30-10-2-4-0-84-32-4-0-40-0,0-0-0-0-0-0-0-0-0-0-0-0-58-12-4-4-0-90-30-0-2-30-0
 2018-1-2,342,454,42-12-0-0-0-0-0-0-0-0-12-0-0-0-8-6-14-4-0-2-44-52-0,70-14-0-0-0-0-0-0-0-0-16-0-0-2-0-16-14-10-0-4-54-76-0
 2018-1-3,676,874,16-0-0-0-0-0-4-2-0-0-80-88-0-8-2-122-34-2-8-26-42-116-0,16-0-0-0-0-0-0-0-0-0-96-120-0-14-4-164-56-0-10-38-52-136-0
 2018-1-4,684,820,138-0-0-0-0-0-0-0-0-0-0-0-8-2-20-4-12-80-136-76-10-98-0,144-0-0-0-0-0-0-0-0-0-0-0-16-24-14-6-24-112-128-80-8-148-0
 2018-1-5,498,578,0-0-0-0-0-2-0-0-0-0-0-0-0-0-8-8-22-52-64-82-58-6-0,18-0-0-0-0-0-0-0-0-0-0-0-0-0-6-6-24-64-60-104-72-8-0
 2018-1-6,546,660,54-4-0-0-0-0-0-0-2-2-4-8-46-0-32-6-8-4-20-4-30-104-0,60-4-0-0-0-0-0-0-0-0-10-12-58-0-18-4-12-16-24-2-56-112-0
 2018-1-7,366,460,38-0-0-0-0-0-0-0-0-2-20-10-8-0-22-64-18-0-28-34-64-50-0,38-0-0-0-0-0-0-0-0-0-46-8-16-0-26-120-30-6-40-28-40-50-0
 2018-1-8,356,438,0-0-0-0-0-0-0-4-46-16-0-2-0-0-0-0-0-0-12-20-52-102-0,0-0-0-0-0-0-0-2-46-20-4-0-4-0-8-0-2-4-30-28-62-126-0
 2018-1-9,480,632,0-0-0-0-0-0-0-10-4-12-0-0-0-4-60-18-0-14-0-108-68-112-0,0-0-0-0-0-2-0-8-6-10-0-4-10-2-190-44-0-6-4-94-70-98-0
 2018-1-10,282,354,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-62-42-4-86-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84-42-0-98-0
 2018-1-11,226,536,0-0-0-0-0-0-4-0-0-0-2-4-0-0-8-34-50-34-14-42-2-0-0,0-0-0-0-0-0-0-2-0-0-0-106-0-0-80-58-92-52-24-90-0-0-0
 2018-1-12,242,348,0-0-0-0-0-0-0-0-2-0-2-0-0-0-0-0-0-10-56-34-56-76-0,0-0-0-0-0-0-0-6-8-0-4-0-0-0-0-0-0-14-62-82-76-96-0
 2018-1-13,218,296,0-0-0-0-0-0-0-0-0-0-2-0-0-0-2-14-2-24-0-0-8-2-0,0-0-0-0-0-0-0-0-0-0-0-0-0-4-28-14-0-26-0-0-2-2-0
 2018-1-14,186,290,18-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-24-4-14-40-64-0,24-0-0-0-0-0-0-0-6-0-20-4-0-14-0-0-0-40-0-22-54-80-0
 2018-1-15,426,544,0-0-0-0-0-0-4-10-8-4-12-0-2-16-16-6-0-0-10-66-76-18-0,0-0-0-0-0-0-0-18-12-4-20-4-0-20-28-0-8-0-8-66-146-8-0
 2018-1-16,212,468,0-0-0-0-0-0-0-0-4-0-0-0-0-8-6-36-0-0-2-84-4-60-0,0-0-0-0-0-0-0-0-0-0-0-54-10-58-20-46-54-0-0-90-8-112-0
 2018-1-17,218,430,2-0-0-0-0-4-2-4-0-8-18-0-0-2-0-0-0-0-0-12-38-4-0,0-0-0-0-0-6-0-0-0-12-26-0-4-0-10-4-0-8-38-8-66-92-0
 2018-1-18,586,712,0-0-0-0-0-0-0-18-0-0-4-0-4-0-10-20-0-20-40-92-130-120-0,0-0-0-4-0-0-0-16-6-6-6-8-0-0-24-10-0-36-48-80-128-102-0
 2018-1-19,156,176,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-10-40-64-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12-14-36-66-0
 2018-1-20,284,294,0-0-0-0-0-0-0-0-0-0-0-4-0-40-4-8-14-4-0-44-42-58-0,0-0-0-0-0-0-0-0-0-0-0-0-0-44-10-12-10-0-0-60-20-56-0
 2018-1-21,376,470,0-0-0-0-0-0-0-0-0-4-0-10-0-84-48-0-0-4-6-74-72-8-0,0-0-0-0-0-0-0-18-4-0-0-10-2-122-60-0-0-0-10-82-86-2-0
 2018-1-22,52,94,0-0-0-0-0-0-0-0-0-0-12-8-0-0-4-18-2-6-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-10-6-0-4-40-2-22-2-0-0-0-0
 2018-1-23,82,96,0-0-0-0-0-0-0-0-0-0-0-14-0-0-0-18-0-0-4-24-6-0-0,0-0-0-0-0-0-0-0-0-0-2-10-0-0-0-38-0-0-0-32-6-4-0
 2018-1-24,56,70,0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-18-26-0-0-0-0-10-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-38-20-0-0-0-0-12-0
 2018-1-25,22,34,0-0-0-0-0-0-0-0-0-2-0-0-4-0-8-0-0-2-0-2-4-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-4-28-0-0-0-2-0-0-0-0
 2018-1-26,236,398,0-0-0-0-0-0-0-0-0-0-0-0-0-0-22-72-10-78-4-26-22-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-50-106-14-110-0-58-46-14-0
 2018-1-27,440,614,22-0-2-0-0-0-0-0-2-0-2-72-4-32-12-4-12-0-10-22-58-48-0,42-4-0-0-0-0-0-0-0-0-0-64-6-64-26-18-20-12-0-34-70-52-0
 2018-1-28,394,472,2-12-0-0-0-0-0-0-0-0-0-0-32-10-6-0-0-2-52-8-76-68-0,0-0-0-0-0-0-0-0-0-0-0-0-38-8-2-0-0-2-76-8-86-110-0
 2018-1-29,150,212,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-20-0-8-4-0-30-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-38-0-0-10-0-44-0
 2018-1-30,262,366,0-0-0-0-0-0-0-0-0-2-10-0-0-0-0-0-0-0-34-52-38-86-0,0-0-0-0-0-2-0-0-0-0-36-44-0-0-28-0-8-6-34-46-40-86-0
 2018-1-31,774,834,0-0-0-0-0-0-8-0-20-4-50-76-2-14-28-94-0-6-10-56-74-124-0,0-0-0-0-0-0-0-0-20-6-102-76-0-12-30-78-0-0-8-60-78-150-0
 2018-2-1,510,536,0-0-0-0-0-0-0-0-0-0-2-14-4-20-52-122-4-0-2-94-24-64-0,0-0-0-0-0-0-0-0-2-0-6-18-14-16-46-124-6-0-0-80-30-62-0
 2018-2-2,324,376,0-0-0-0-0-0-2-0-2-0-0-0-6-8-16-0-28-10-0-28-34-172-0,0-0-0-0-0-0-0-0-0-4-0-0-0-14-26-0-38-18-0-30-52-172-0
 2018-2-3,1234,1298,0-0-0-0-0-0-0-0-0-10-4-0-4-78-100-150-156-2-58-110-110-104-0,0-0-0-0-0-0-0-0-0-14-6-0-10-76-124-188-114-6-78-114-112-114-0
 2018-2-4,492,536,0-0-0-0-0-0-0-0-0-0-18-30-62-48-64-42-0-26-44-46-26-2-0,0-0-0-0-0-0-0-0-0-0-20-26-72-46-72-60-0-30-48-66-28-4-0
 2018-2-5,200,254,0-0-0-0-0-0-0-0-0-2-0-8-0-2-0-0-8-10-8-120-18-22-0,0-0-0-0-0-0-0-2-6-0-2-2-0-0-2-0-14-10-6-162-24-24-0
 2018-2-6,340,622,0-0-0-0-0-0-0-0-4-2-4-4-14-0-34-74-20-10-4-4-70-88-0,0-0-0-0-0-0-0-6-0-0-10-32-34-0-30-242-34-6-16-6-108-98-0
 2018-2-7,128,194,0-0-0-0-0-0-0-0-0-0-4-2-2-0-4-18-0-0-32-0-60-6-0,0-0-0-0-0-0-0-0-0-0-14-4-0-0-10-12-0-0-50-6-92-6-0
 2018-2-8,174,222,0-0-0-0-0-0-0-2-0-0-0-12-4-2-22-0-32-92-4-0-0-4-0,0-0-0-0-0-0-0-0-0-0-6-10-6-0-46-0-34-104-0-2-0-14-0
 2018-2-9,346,414,2-0-0-0-0-0-4-0-2-0-2-8-2-0-0-40-50-62-44-34-32-64-0,0-0-0-0-0-0-0-0-6-0-2-10-2-0-0-54-50-74-58-50-32-76-0
 2018-2-10,638,912,16-0-0-0-0-0-0-0-0-0-4-0-4-24-34-2-42-114-28-88-0-30-0,22-0-0-0-0-0-0-0-0-2-12-2-10-22-40-0-68-172-40-126-2-40-0
 2018-2-11,108,128,0-0-0-0-0-0-0-0-0-0-0-0-0-0-20-0-0-16-16-10-0-6-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-20-0-0-4-38-12-0-2-0
 2018-2-12,158,166,4-0-0-0-0-0-0-0-0-2-0-6-0-0-24-0-34-68-6-2-4-6-0,0-0-0-0-0-0-0-0-0-0-0-8-0-0-26-0-24-86-4-0-4-14-0
 2018-2-13,182,258,0-0-0-0-0-0-0-0-0-0-22-16-0-0-4-6-16-2-0-40-72-2-0,0-0-0-0-0-0-0-0-0-0-46-18-22-0-0-10-0-2-8-52-90-10-0
 2018-2-14,172,294,0-0-0-4-0-0-0-0-0-0-24-22-0-0-0-12-0-0-4-8-66-32-0,0-0-0-0-0-0-0-0-0-24-48-58-0-4-0-0-0-4-0-16-122-18-0
 2018-2-15,248,244,0-0-0-0-0-0-0-18-4-6-4-90-0-2-16-4-0-2-2-22-56-22-0,0-0-0-0-0-0-0-18-0-0-4-108-0-0-14-0-2-0-8-42-26-22-0
 2018-2-16,488,578,0-0-0-0-0-0-0-32-80-68-6-8-4-0-6-14-66-8-0-40-116-40-0,0-0-0-0-0-0-0-54-106-134-0-0-0-4-0-20-82-12-10-42-86-28-0
 2018-2-17,318,350,0-0-0-0-0-0-0-0-0-0-6-22-4-4-0-114-0-0-2-0-2-38-0,0-0-0-0-0-0-0-0-2-0-8-24-0-0-4-78-0-0-0-0-10-32-0
 2018-2-18,78,50,0-0-0-0-0-0-0-4-2-0-2-0-0-0-8-14-0-18-8-6-10-2-0,0-0-0-0-0-0-0-2-2-0-0-0-0-0-0-0-10-0-4-6-22-0-0
 2018-2-19,30,62,0-0-0-0-0-0-0-0-0-0-8-4-10-0-0-0-0-0-6-0-0-2-0,0-0-0-0-0-0-0-0-0-0-24-6-22-0-0-0-0-0-2-2-4-2-0
 2018-2-20,28,14,0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-2-0-0-0-2-10-8-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-8-0-0
 2018-2-21,500,636,0-0-0-0-0-0-0-0-0-0-60-0-2-2-0-16-28-6-22-18-52-294-0,0-0-0-0-0-0-0-0-0-0-128-0-0-0-4-36-38-2-72-16-58-282-0
 2018-2-22,98,110,0-0-0-0-0-0-0-0-2-0-0-8-12-0-0-0-0-0-0-0-60-10-0,0-0-0-0-0-0-0-0-0-0-0-8-14-0-0-0-0-0-0-0-70-10-0
 2018-2-23,206,310,0-0-0-0-0-0-0-0-0-0-28-16-0-0-2-4-48-28-6-22-34-8-0,0-0-0-0-0-0-0-6-0-8-58-8-0-0-0-0-58-34-18-74-32-12-0
 2018-2-24,92,106,0-0-0-0-0-0-0-0-10-2-10-38-4-4-8-0-0-0-0-0-4-4-0,0-0-0-0-0-0-0-0-16-4-8-48-0-8-4-0-0-0-0-0-4-0-0
 2018-2-25,362,440,142-0-0-0-0-0-0-0-0-0-10-40-10-0-4-8-4-6-0-16-12-38-0,142-0-0-0-0-0-0-0-2-0-20-60-32-0-0-0-10-4-0-14-0-50-0
 2018-2-26,164,262,0-0-0-0-0-0-0-0-0-0-2-0-0-12-82-0-0-4-0-0-6-52-0,0-0-0-0-0-0-16-6-0-0-0-0-0-18-118-0-0-10-0-0-6-78-0
 2018-2-27,430,640,0-0-0-0-0-0-0-0-4-0-44-6-10-24-8-4-72-4-30-40-92-4-0,0-0-0-0-0-0-2-0-2-2-72-18-16-20-50-28-118-12-46-34-108-8-0
 2018-2-28,298,412,0-0-0-0-0-0-0-0-0-0-12-40-0-0-0-0-20-0-0-18-112-94-0,0-0-0-0-0-0-0-2-0-0-18-44-0-0-2-0-40-0-0-28-186-92-0
 2018-3-1,152,220,0-0-0-0-0-0-0-4-22-14-0-18-0-0-14-0-0-12-34-2-10-4-0,0-0-0-0-0-0-0-2-22-26-0-10-0-0-18-0-0-36-62-10-14-0-0
 2018-3-2,58,34,0-0-0-0-0-0-0-2-0-0-0-0-0-0-4-4-4-10-0-22-8-4-0,0-0-0-0-0-0-4-0-0-0-0-0-0-0-0-6-0-8-4-6-6-0-0
 2018-3-3,152,138,0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-58-2-2-10-70-8-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-66-0-6-8-54-2-0
 2018-3-4,330,540,0-0-0-0-0-0-0-0-0-0-0-12-80-56-28-40-86-0-0-4-16-6-0,0-0-0-0-0-0-0-0-2-0-6-26-54-82-34-122-168-0-0-6-36-4-0
 2018-3-5,14,8,4-0-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-0-0-0-2-0-0,0-0-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-0-0-0-0-0-0
 2018-3-6,362,478,0-0-0-0-0-0-0-34-10-22-10-10-46-20-30-0-2-28-12-70-46-22-0,0-0-0-0-0-0-0-26-18-62-20-22-24-30-34-0-6-24-16-92-94-10-0
 2018-3-7,338,694,0-0-0-0-0-0-0-8-8-0-44-64-12-12-4-2-18-6-22-114-20-4-0,0-0-0-0-0-0-40-0-0-2-76-144-0-20-32-6-56-0-80-206-32-0-0
 2018-3-8,380,680,0-0-0-0-0-0-0-2-24-20-44-22-12-14-4-4-118-0-6-16-68-24-0,0-0-0-0-0-0-0-10-28-26-48-64-0-64-4-0-176-4-0-36-138-82-0
 2018-3-9,132,208,0-0-0-0-0-0-0-0-16-70-24-2-0-0-4-0-0-4-0-2-4-4-0,0-0-0-0-0-8-10-0-8-14-48-2-0-72-12-18-0-0-0-4-2-10-0
 2018-3-10,30,44,2-0-0-0-0-0-0-0-2-0-2-0-0-6-12-6-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-4-0-12-0-0-8-20-0-0-0-0-0-0-0-0
 2018-3-11,450,490,0-0-0-0-0-0-0-0-0-0-0-0-10-8-64-8-2-30-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-2-2-28-80-16-0-42-0-0-0-0-0
 2018-3-12,128,232,0-0-0-0-0-0-0-12-18-0-32-0-0-12-38-0-0-0-10-0-2-0-0,0-0-0-0-0-0-0-0-10-0-36-0-0-12-146-8-0-0-14-4-0-2-0
 2018-3-13,146,222,0-0-0-0-0-6-0-6-12-2-46-8-14-8-0-0-22-0-0-0-2-18-0,0-0-0-0-0-0-0-6-10-0-64-16-8-0-18-0-24-12-22-0-4-38-0
